# T (K)	Lambda=e_dot/nH^2 (erg cm^3 s^-1)
2.032357e+01	3.100909e-26
2.037042e+01	3.123633e-26
2.041738e+01	3.146540e-26
2.046445e+01	3.164996e-26
2.051162e+01	3.188232e-26
2.055891e+01	3.211651e-26
2.060630e+01	3.235258e-26
2.065380e+01	3.254274e-26
2.070141e+01	3.278215e-26
2.074914e+01	3.302342e-26
2.079697e+01	3.326658e-26
2.084491e+01	3.346246e-26
2.089296e+01	3.370902e-26
2.094112e+01	3.395751e-26
2.098940e+01	3.420788e-26
2.103778e+01	3.446019e-26
2.108628e+01	3.471444e-26
2.113489e+01	3.491922e-26
2.118361e+01	3.517696e-26
2.123244e+01	3.543665e-26
2.128139e+01	3.569830e-26
2.133045e+01	3.596192e-26
2.137962e+01	3.622752e-26
2.142891e+01	3.649511e-26
2.147830e+01	3.676468e-26
2.152782e+01	3.703627e-26
2.157744e+01	3.730986e-26
2.162719e+01	3.758546e-26
2.167704e+01	3.786310e-26
2.172701e+01	3.814277e-26
2.177710e+01	3.842449e-26
2.182730e+01	3.870824e-26
2.187762e+01	3.899406e-26
2.192805e+01	3.928194e-26
2.197860e+01	3.957189e-26
2.202926e+01	3.986392e-26
2.208005e+01	4.015804e-26
2.213095e+01	4.045425e-26
2.218196e+01	4.075257e-26
2.223310e+01	4.105298e-26
2.228435e+01	4.135554e-26
2.233572e+01	4.172138e-26
2.238721e+01	4.202859e-26
2.243882e+01	4.233797e-26
2.249055e+01	4.264946e-26
2.254239e+01	4.296313e-26
2.259436e+01	4.327895e-26
2.264644e+01	4.366079e-26
2.269865e+01	4.398139e-26
2.275097e+01	4.430416e-26
2.280342e+01	4.462914e-26
2.285599e+01	4.502201e-26
2.290868e+01	4.535182e-26
2.296149e+01	4.568383e-26
2.301442e+01	4.601808e-26
2.306747e+01	4.642210e-26
2.312065e+01	4.676125e-26
2.317395e+01	4.710263e-26
2.322737e+01	4.751525e-26
2.328091e+01	4.786158e-26
2.333458e+01	4.821016e-26
2.338837e+01	4.863146e-26
2.344229e+01	4.898505e-26
2.349633e+01	4.941235e-26
2.355049e+01	4.977094e-26
2.360478e+01	5.013184e-26
2.365920e+01	5.056795e-26
2.371374e+01	5.093391e-26
2.376840e+01	5.137612e-26
2.382319e+01	5.174716e-26
2.387811e+01	5.219548e-26
2.393316e+01	5.257166e-26
2.398833e+01	5.302616e-26
2.404363e+01	5.340749e-26
2.409905e+01	5.386817e-26
2.415461e+01	5.425466e-26
2.421029e+01	5.472157e-26
2.426610e+01	5.519189e-26
2.432204e+01	5.558643e-26
2.437811e+01	5.606302e-26
2.443431e+01	5.646282e-26
2.449063e+01	5.694571e-26
2.454709e+01	5.743206e-26
2.460368e+01	5.784001e-26
2.466039e+01	5.833271e-26
2.471724e+01	5.882887e-26
2.477422e+01	5.924501e-26
2.483133e+01	5.974759e-26
2.488857e+01	6.025364e-26
2.494595e+01	6.076323e-26
2.500345e+01	6.119056e-26
2.506109e+01	6.170341e-26
2.511886e+01	6.221976e-26
2.517677e+01	6.273960e-26
2.523481e+01	6.317549e-26
2.529298e+01	6.370177e-26
2.535129e+01	6.423158e-26
2.540973e+01	6.476491e-26
2.546830e+01	6.530178e-26
2.552701e+01	6.584220e-26
2.558586e+01	6.638616e-26
2.564484e+01	6.684217e-26
2.570396e+01	6.739267e-26
2.576321e+01	6.794671e-26
2.582260e+01	6.850435e-26
2.588213e+01	6.906555e-26
2.594179e+01	6.963037e-26
2.600160e+01	7.019877e-26
2.606154e+01	7.077076e-26
2.612161e+01	7.134638e-26
2.618183e+01	7.192560e-26
2.624219e+01	7.250844e-26
2.630268e+01	7.309488e-26
2.636331e+01	7.368499e-26
2.642409e+01	7.427872e-26
2.648500e+01	7.497601e-26
2.654606e+01	7.557763e-26
2.660725e+01	7.618292e-26
2.666859e+01	7.679185e-26
2.673006e+01	7.740444e-26
2.679168e+01	7.802072e-26
2.685344e+01	7.864066e-26
2.691535e+01	7.936856e-26
2.697739e+01	7.999647e-26
2.703958e+01	8.062807e-26
2.710192e+01	8.126337e-26
2.716439e+01	8.190235e-26
2.722701e+01	8.265250e-26
2.728978e+01	8.329952e-26
2.735269e+01	8.395023e-26
2.741574e+01	8.471409e-26
2.747894e+01	8.537285e-26
2.754229e+01	8.603535e-26
2.760578e+01	8.681295e-26
2.766942e+01	8.748351e-26
2.773320e+01	8.815779e-26
2.779713e+01	8.894917e-26
2.786121e+01	8.963157e-26
2.792544e+01	9.043241e-26
2.798981e+01	9.112291e-26
2.805434e+01	9.181714e-26
2.811901e+01	9.263184e-26
2.818383e+01	9.333420e-26
2.824880e+01	9.415837e-26
2.831392e+01	9.486888e-26
2.837919e+01	9.570255e-26
2.844461e+01	9.642124e-26
2.851018e+01	9.726442e-26
2.857591e+01	9.811274e-26
2.864178e+01	9.884395e-26
2.870781e+01	9.970181e-26
2.877398e+01	1.004412e-25
2.884032e+01	1.013086e-25
2.890680e+01	1.021811e-25
2.897344e+01	1.029331e-25
2.904023e+01	1.038152e-25
2.910717e+01	1.047025e-25
2.917427e+01	1.054670e-25
2.924152e+01	1.063638e-25
2.930893e+01	1.072658e-25
2.937650e+01	1.081729e-25
2.944422e+01	1.089545e-25
2.951209e+01	1.098712e-25
2.958012e+01	1.107930e-25
2.964831e+01	1.117200e-25
2.971666e+01	1.126521e-25
2.978516e+01	1.135894e-25
2.985383e+01	1.143969e-25
2.992265e+01	1.153438e-25
2.999163e+01	1.162958e-25
3.006076e+01	1.172530e-25
3.013006e+01	1.182154e-25
3.019952e+01	1.191829e-25
3.026913e+01	1.201555e-25
3.033891e+01	1.211333e-25
3.040885e+01	1.221163e-25
3.047895e+01	1.231044e-25
3.054921e+01	1.240976e-25
3.061963e+01	1.250961e-25
3.069022e+01	1.260996e-25
3.076097e+01	1.271083e-25
3.083188e+01	1.281221e-25
3.090295e+01	1.291411e-25
3.097419e+01	1.301652e-25
3.104560e+01	1.313419e-25
3.111716e+01	1.323771e-25
3.118890e+01	1.334173e-25
3.126079e+01	1.344627e-25
3.133286e+01	1.355132e-25
3.140509e+01	1.367200e-25
3.147748e+01	1.377815e-25
3.155005e+01	1.388481e-25
3.162278e+01	1.399198e-25
3.169567e+01	1.411509e-25
3.176874e+01	1.422335e-25
3.184198e+01	1.433212e-25
3.191538e+01	1.445706e-25
3.198895e+01	1.456692e-25
3.206269e+01	1.467730e-25
3.213661e+01	1.480406e-25
3.221069e+01	1.491552e-25
3.228494e+01	1.502749e-25
3.235937e+01	1.515607e-25
3.243396e+01	1.526912e-25
3.250873e+01	1.539895e-25
3.258367e+01	1.551309e-25
3.265878e+01	1.564414e-25
3.273407e+01	1.575936e-25
3.280953e+01	1.589165e-25
3.288516e+01	1.602460e-25
3.296097e+01	1.614146e-25
3.303695e+01	1.627564e-25
3.311311e+01	1.639358e-25
3.318945e+01	1.652898e-25
3.326596e+01	1.666503e-25
3.334264e+01	1.678461e-25
3.341950e+01	1.692188e-25
3.349654e+01	1.705981e-25
3.357376e+01	1.718102e-25
3.365116e+01	1.732016e-25
3.372873e+01	1.745994e-25
3.380648e+01	1.760037e-25
3.388442e+01	1.772377e-25
3.396253e+01	1.786540e-25
3.404082e+01	1.800768e-25
3.411929e+01	1.815059e-25
3.419794e+01	1.829415e-25
3.427678e+01	1.843833e-25
3.435579e+01	1.858317e-25
3.443499e+01	1.871041e-25
3.451437e+01	1.885643e-25
3.459394e+01	1.900309e-25
3.467369e+01	1.915037e-25
3.475362e+01	1.929829e-25
3.483373e+01	1.944684e-25
3.491403e+01	1.959601e-25
3.499452e+01	1.974582e-25
3.507519e+01	1.991509e-25
3.515604e+01	2.006622e-25
3.523709e+01	2.021797e-25
3.531832e+01	2.037034e-25
3.539973e+01	2.052334e-25
3.548134e+01	2.067695e-25
3.556313e+01	2.083118e-25
3.564511e+01	2.100542e-25
3.572728e+01	2.116095e-25
3.580964e+01	2.131711e-25
3.589219e+01	2.147386e-25
3.597493e+01	2.163123e-25
3.605786e+01	2.180900e-25
3.614099e+01	2.196765e-25
3.622430e+01	2.212691e-25
3.630781e+01	2.230680e-25
3.639150e+01	2.246734e-25
3.647539e+01	2.264867e-25
3.655948e+01	2.281049e-25
3.664376e+01	2.297289e-25
3.672823e+01	2.315631e-25
3.681290e+01	2.331999e-25
3.689776e+01	2.350482e-25
3.698282e+01	2.366975e-25
3.706807e+01	2.385599e-25
3.715352e+01	2.402217e-25
3.723917e+01	2.420981e-25
3.732502e+01	2.439818e-25
3.741106e+01	2.456625e-25
3.749730e+01	2.475601e-25
3.758374e+01	2.492530e-25
3.767038e+01	2.511643e-25
3.775722e+01	2.530829e-25
3.784426e+01	2.547945e-25
3.793150e+01	2.567268e-25
3.801894e+01	2.586662e-25
3.810658e+01	2.606128e-25
3.819443e+01	2.623490e-25
3.828247e+01	2.643090e-25
3.837072e+01	2.662761e-25
3.845918e+01	2.682502e-25
3.854784e+01	2.702313e-25
3.863670e+01	2.722195e-25
3.872576e+01	2.742146e-25
3.881504e+01	2.762166e-25
3.890451e+01	2.780021e-25
3.899420e+01	2.800172e-25
3.908409e+01	2.820391e-25
3.917419e+01	2.840678e-25
3.926449e+01	2.861034e-25
3.935501e+01	2.883731e-25
3.944573e+01	2.904230e-25
3.953666e+01	2.924796e-25
3.962780e+01	2.945428e-25
3.971915e+01	2.966128e-25
3.981072e+01	2.986894e-25
3.990249e+01	3.007726e-25
3.999447e+01	3.028623e-25
4.008667e+01	3.051919e-25
4.017908e+01	3.072955e-25
4.027170e+01	3.094056e-25
4.036454e+01	3.115221e-25
4.045759e+01	3.138813e-25
4.055085e+01	3.160114e-25
4.064433e+01	3.181478e-25
4.073803e+01	3.205292e-25
4.083194e+01	3.226790e-25
4.092607e+01	3.250750e-25
4.102041e+01	3.272380e-25
4.111497e+01	3.294073e-25
4.120975e+01	3.318248e-25
4.130475e+01	3.340071e-25
4.139997e+01	3.364391e-25
4.149540e+01	3.388786e-25
4.159106e+01	3.410805e-25
4.168694e+01	3.435342e-25
4.178304e+01	3.457489e-25
4.187936e+01	3.482167e-25
4.197590e+01	3.506917e-25
4.207266e+01	3.529255e-25
4.216965e+01	3.554143e-25
4.226686e+01	3.579105e-25
4.236430e+01	3.601631e-25
4.246196e+01	3.626728e-25
4.255984e+01	3.651896e-25
4.265795e+01	3.677134e-25
4.275629e+01	3.702443e-25
4.285485e+01	3.725280e-25
4.295364e+01	3.750722e-25
4.305266e+01	3.776231e-25
4.315191e+01	3.801809e-25
4.325138e+01	3.827455e-25
4.335109e+01	3.853169e-25
4.345102e+01	3.878951e-25
4.355119e+01	3.904798e-25
4.365158e+01	3.930713e-25
4.375221e+01	3.956694e-25
4.385307e+01	3.982739e-25
4.395416e+01	4.008851e-25
4.405549e+01	4.037649e-25
4.415704e+01	4.063895e-25
4.425884e+01	4.090205e-25
4.436086e+01	4.116581e-25
4.446313e+01	4.143017e-25
4.456562e+01	4.172171e-25
4.466836e+01	4.198739e-25
4.477133e+01	4.225370e-25
4.487454e+01	4.252061e-25
4.497799e+01	4.281493e-25
4.508167e+01	4.308312e-25
4.518559e+01	4.337882e-25
4.528976e+01	4.364827e-25
4.539416e+01	4.391831e-25
4.549881e+01	4.421603e-25
4.560369e+01	4.448730e-25
4.570882e+01	4.478637e-25
4.581419e+01	4.505886e-25
4.591980e+01	4.535924e-25
4.602566e+01	4.566031e-25
4.613176e+01	4.593461e-25
4.623810e+01	4.623698e-25
4.634469e+01	4.651243e-25
4.645153e+01	4.681607e-25
4.655861e+01	4.712038e-25
4.666594e+01	4.742532e-25
4.677351e+01	4.770312e-25
4.688134e+01	4.800930e-25
4.698941e+01	4.831612e-25
4.709773e+01	4.862357e-25
4.720630e+01	4.893165e-25
4.731513e+01	4.924035e-25
4.742420e+01	4.952152e-25
4.753352e+01	4.983139e-25
4.764310e+01	5.014187e-25
4.775293e+01	5.045295e-25
4.786301e+01	5.076463e-25
4.797334e+01	5.107689e-25
4.808393e+01	5.138974e-25
4.819478e+01	5.170316e-25
4.830588e+01	5.204574e-25
4.841724e+01	5.236035e-25
4.852885e+01	5.267553e-25
4.864072e+01	5.299127e-25
4.875285e+01	5.330757e-25
4.886524e+01	5.365324e-25
4.897788e+01	5.397067e-25
4.909079e+01	5.428864e-25
4.920395e+01	5.460714e-25
4.931738e+01	5.495519e-25
4.943107e+01	5.527478e-25
4.954502e+01	5.562401e-25
4.965923e+01	5.594468e-25
4.977371e+01	5.626584e-25
4.988845e+01	5.661677e-25
5.000345e+01	5.693898e-25
5.011872e+01	5.729048e-25
5.023426e+01	5.761320e-25
5.035006e+01	5.796579e-25
5.046613e+01	5.831895e-25
5.058247e+01	5.864317e-25
5.069907e+01	5.899738e-25
5.081594e+01	5.935214e-25
5.093309e+01	5.967781e-25
5.105050e+01	6.003358e-25
5.116818e+01	6.038989e-25
5.128614e+01	6.074671e-25
5.140437e+01	6.107425e-25
5.152286e+01	6.143205e-25
5.164164e+01	6.179034e-25
5.176068e+01	6.214913e-25
5.188000e+01	6.250842e-25
5.199960e+01	6.286817e-25
5.211947e+01	6.322840e-25
5.223962e+01	6.358911e-25
5.236004e+01	6.395027e-25
5.248075e+01	6.431190e-25
5.260173e+01	6.467397e-25
5.272299e+01	6.503649e-25
5.284453e+01	6.539945e-25
5.296634e+01	6.579314e-25
5.308844e+01	6.615699e-25
5.321083e+01	6.652126e-25
5.333349e+01	6.688595e-25
5.345644e+01	6.728149e-25
5.357967e+01	6.764703e-25
5.370318e+01	6.801295e-25
5.382698e+01	6.840983e-25
5.395106e+01	6.877656e-25
5.407543e+01	6.917429e-25
5.420009e+01	6.954181e-25
5.432503e+01	6.994038e-25
5.445027e+01	7.030865e-25
5.457579e+01	7.070804e-25
5.470160e+01	7.107705e-25
5.482770e+01	7.147721e-25
5.495409e+01	7.184694e-25
5.508077e+01	7.224786e-25
5.520774e+01	7.264915e-25
5.533501e+01	7.305083e-25
5.546257e+01	7.342194e-25
5.559043e+01	7.382433e-25
5.571857e+01	7.422708e-25
5.584702e+01	7.463016e-25
5.597576e+01	7.503361e-25
5.610480e+01	7.540631e-25
5.623413e+01	7.581039e-25
5.636377e+01	7.621481e-25
5.649370e+01	7.661954e-25
5.662393e+01	7.702457e-25
5.675446e+01	7.742992e-25
5.688529e+01	7.786678e-25
5.701643e+01	7.827275e-25
5.714786e+01	7.867901e-25
5.727960e+01	7.908552e-25
5.741165e+01	7.949234e-25
5.754399e+01	7.989941e-25
5.767665e+01	8.033809e-25
5.780960e+01	8.074571e-25
5.794287e+01	8.115356e-25
5.807644e+01	8.159308e-25
5.821032e+01	8.200144e-25
5.834451e+01	8.241004e-25
5.847901e+01	8.285032e-25
5.861382e+01	8.325938e-25
5.874894e+01	8.370013e-25
5.888437e+01	8.410964e-25
5.902011e+01	8.455086e-25
5.915616e+01	8.499231e-25
5.929253e+01	8.540243e-25
5.942922e+01	8.584429e-25
5.956621e+01	8.628637e-25
5.970353e+01	8.669706e-25
5.984116e+01	8.713952e-25
5.997911e+01	8.758216e-25
6.011737e+01	8.802499e-25
6.025596e+01	8.846799e-25
6.039486e+01	8.887951e-25
6.053409e+01	8.932283e-25
6.067363e+01	8.976631e-25
6.081350e+01	9.020995e-25
6.095369e+01	9.065372e-25
6.109420e+01	9.109763e-25
6.123504e+01	9.157340e-25
6.137620e+01	9.201757e-25
6.151769e+01	9.246186e-25
6.165950e+01	9.290627e-25
6.180164e+01	9.335078e-25
6.194411e+01	9.379539e-25
6.208690e+01	9.427187e-25
6.223003e+01	9.471668e-25
6.237348e+01	9.516156e-25
6.251727e+01	9.563832e-25
6.266139e+01	9.608335e-25
6.280584e+01	9.656026e-25
6.295062e+01	9.700543e-25
6.309573e+01	9.748246e-25
6.324119e+01	9.792774e-25
6.338697e+01	9.840486e-25
6.353309e+01	9.885022e-25
6.367955e+01	9.932744e-25
6.382635e+01	9.980468e-25
6.397348e+01	1.002501e-24
6.412096e+01	1.007274e-24
6.426877e+01	1.012047e-24
6.441693e+01	1.016820e-24
6.456542e+01	1.021593e-24
6.471426e+01	1.026048e-24
6.486344e+01	1.030821e-24
6.501297e+01	1.035593e-24
6.516284e+01	1.040366e-24
6.531306e+01	1.045138e-24
6.546362e+01	1.049910e-24
6.561453e+01	1.054681e-24
6.576578e+01	1.059770e-24
6.591739e+01	1.064540e-24
6.606934e+01	1.069310e-24
6.622165e+01	1.074080e-24
6.637431e+01	1.078848e-24
6.652732e+01	1.083934e-24
6.668068e+01	1.088701e-24
6.683439e+01	1.093467e-24
6.698846e+01	1.098550e-24
6.714289e+01	1.103314e-24
6.729767e+01	1.108395e-24
6.745280e+01	1.113157e-24
6.760830e+01	1.118236e-24
6.776415e+01	1.122996e-24
6.792036e+01	1.128072e-24
6.807694e+01	1.133146e-24
6.823387e+01	1.137903e-24
6.839116e+01	1.142974e-24
6.854882e+01	1.148044e-24
6.870684e+01	1.153113e-24
6.886523e+01	1.158180e-24
6.902398e+01	1.162928e-24
6.918310e+01	1.167992e-24
6.934258e+01	1.173054e-24
6.950243e+01	1.178114e-24
6.966265e+01	1.183172e-24
6.982324e+01	1.188228e-24
6.998420e+01	1.193282e-24
7.014553e+01	1.198649e-24
7.030723e+01	1.203699e-24
7.046931e+01	1.208747e-24
7.063176e+01	1.213792e-24
7.079458e+01	1.218835e-24
7.095778e+01	1.224191e-24
7.112135e+01	1.229230e-24
7.128530e+01	1.234580e-24
7.144963e+01	1.239614e-24
7.161434e+01	1.244645e-24
7.177943e+01	1.249988e-24
7.194490e+01	1.255014e-24
7.211075e+01	1.260351e-24
7.227698e+01	1.265685e-24
7.244360e+01	1.270703e-24
7.261060e+01	1.276032e-24
7.277798e+01	1.281357e-24
7.294575e+01	1.286680e-24
7.311391e+01	1.291686e-24
7.328245e+01	1.297002e-24
7.345139e+01	1.302315e-24
7.362071e+01	1.307625e-24
7.379042e+01	1.312932e-24
7.396053e+01	1.318235e-24
