9.999999999999999547e-07 9.772372209558112445e+03 1.000000000000000000e+00 1.612427000000000055e-24
1.085008326086454021e-06 9.772372209558112445e+03 1.000000000000000000e+00 1.369663999999999972e-24
1.177243067676929230e-06 9.772372209558112445e+03 1.000000000000000000e+00 1.163450000000000058e-24
1.277318530257027191e-06 9.772372209558112445e+03 1.000000000000000000e+00 9.882838000000000316e-25
1.385901240393386652e-06 9.772372209558112445e+03 1.000000000000000000e+00 8.394899999999999833e-25
1.503714384960368898e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.114901999999999926e-24
1.631542627737971854e-06 9.772372209558112445e+03 1.000000000000000000e+00 3.495371999999999944e-24
1.770237335460675196e-06 9.772372209558112445e+03 1.000000000000000000e+00 2.969115999999999994e-24
1.920722248123931837e-06 9.772372209558112445e+03 1.000000000000000000e+00 2.522093000000000141e-24
2.083999631313958173e-06 9.772372209558112445e+03 1.000000000000000000e+00 2.142371999999999918e-24
2.261156951536745572e-06 9.772372209558112445e+03 1.000000000000000000e+00 1.819822000000000143e-24
2.453374119005633528e-06 9.772372209558112445e+03 1.000000000000000000e+00 1.545832999999999984e-24
2.661931346126131544e-06 9.772372209558112445e+03 1.000000000000000000e+00 3.776781000000000320e-24
2.888217674017375283e-06 9.772372209558112445e+03 1.000000000000000000e+00 3.208156999999999844e-24
3.133740223858904607e-06 9.772372209558112445e+03 1.000000000000000000e+00 2.725143999999999844e-24
3.400134234678939841e-06 9.772372209558112445e+03 1.000000000000000000e+00 2.314852999999999883e-24
3.689173954438243349e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.035121000000000342e-24
4.002784456946783330e-06 9.772372209558112445e+03 1.000000000000000000e+00 3.427603000000000176e-24
4.343054463316705261e-06 9.772372209558112445e+03 1.000000000000000000e+00 2.911549999999999976e-24
4.712250253345561951e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.240252000000000260e-24
5.112830759482937394e-06 9.772372209558112445e+03 1.000000000000000000e+00 3.601848999999999901e-24
5.547463943909915828e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.707853000000000270e-24
6.019044567806668314e-06 9.772372209558112445e+03 1.000000000000000000e+00 3.999050000000000111e-24
6.530713471155678148e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.865246000000000219e-24
7.085878491488878835e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.132744999999999764e-24
7.688237160902356530e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.777678999999999685e-24
8.341801332506339011e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.058362999999999749e-24
9.050923900328454718e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.515553000000000172e-24
9.820327790631256420e-06 9.772372209558112445e+03 1.000000000000000000e+00 4.876656999999999987e-24
1.065513741773310739e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.142110000000000346e-24
1.156091281383574150e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.316498000000000003e-24
1.254368666017135494e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.407166999999999798e-24
1.361000446610550645e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.423128000000000242e-24
1.476696816379829981e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.374205999999999953e-24
1.602228340877475378e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.270411000000000123e-24
1.738431090143749695e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.121490000000000349e-24
1.886212207133515349e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.561536999999999738e-24
2.046555949505775781e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.287920999999999734e-24
2.220530245015535603e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.533178000000000160e-24
2.409293804168650114e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.679263000000000027e-24
2.614103837511492042e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.735863999999999915e-24
2.836324428954520272e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.714186999999999719e-24
3.077435620898062024e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.033266000000000089e-24
3.339043271669433512e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.852704000000000062e-24
3.622889750924289588e-05 9.772372209558112445e+03 1.000000000000000000e+00 5.974445000000000152e-24
3.930865544246133668e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.003126999999999837e-24
4.265021844233416056e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.250057999999999821e-24
4.627584211933860397e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.104764000000000065e-24
5.020967399614470949e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.156731999999999829e-24
5.447791433590342482e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.121575999999999867e-24
5.910899064227993587e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.225462999999999766e-24
6.413374699343990005e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.232283000000000353e-24
6.958564947100452950e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.336675000000000035e-24
7.550100905217336600e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.341502999999999915e-24
8.191922344953685435e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.262323999999999876e-24
8.888303950928417294e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.251774999999999817e-24
9.643883791544459005e-05 9.772372209558112445e+03 1.000000000000000000e+00 6.160721999999999699e-24
1.046369420963593990e-04 9.772372209558112445e+03 1.000000000000000000e+00 6.233542999999999964e-24
1.135319533907761376e-04 9.772372209558112445e+03 1.000000000000000000e+00 6.212731999999999671e-24
1.231831147058513334e-04 9.772372209558112445e+03 1.000000000000000000e+00 6.114162000000000124e-24
1.336547050891114235e-04 9.772372209558112445e+03 1.000000000000000000e+00 6.128142999999999711e-24
1.450164678423156237e-04 9.772372209558112445e+03 1.000000000000000000e+00 6.060585999999999975e-24
1.573440750285609634e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.999815999999999770e-24
1.707196314663603784e-04 9.772372209558112445e+03 1.000000000000000000e+00 6.007094999999999738e-24
1.852322215674120324e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.937234999999999770e-24
2.009785026601329039e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.917281000000000229e-24
2.180633487506327588e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.878751000000000256e-24
2.366005490087307343e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.869084999999999642e-24
2.567135656310992435e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.832677999999999955e-24
2.785363561290840314e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.811357000000000187e-24
3.022142655178379446e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.759631000000000079e-24
3.279049943489565364e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.748361000000000009e-24
3.557796490339495466e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.731998000000000204e-24
3.860238814539516993e-04 9.772372209558112445e+03 1.000000000000000000e+00 5.706607000000000346e-24
